Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons)
1992,Punjab,Hoshiarpur,56,162,156,457,15.6,97
1993,Punjab,Hoshiarpur,53,161,157,484,9.6,54
1994,Punjab,Hoshiarpur,58,175,152,482,10.8,60
1995,Punjab,Hoshiarpur,73.38,218.48,154.4,483.14,22,128.93
1996,Punjab,Hoshiarpur,67.99,211.38,153.62,518.43,26.42,149.05
1997,Punjab,Hoshiarpur,72.77,225.55,157.23,491,18.13,106.47
1998,Punjab,Hoshiarpur,75.94,227.5,164.18,591.35,16.91,100.35
1999,Punjab,Hoshiarpur,78.94,240.4,170.13,637.12,19.4,115.91
2000,Punjab,Hoshiarpur,81.33,253.62,169.3,611.07,21.66,130.86
2001,Punjab,Hoshiarpur,77.55,226.77,166.69,628.36,25.68,157.08
2002,Punjab,Hoshiarpur,72.77,217.89,163.52,570.06,29.68,153.13
2003,Punjab,Hoshiarpur,76.33,245.69,175.25,620.29,25.9,135.33
2004,Punjab,Hoshiarpur,77.5,248.61,174.64,614.68,20.73,117.82
2005,Punjab,Hoshiarpur,80.11,248.69,173.08,632.17,23.73,125.04
2006,Punjab,Hoshiarpur,76.67,238.51,170.08,634,27.12,153.33
2007,Punjab,Hoshiarpur,75.5,260.66,173.08,679.92,29.51,165.11
2008,Punjab,Hoshiarpur,80.28,292.07,183.64,660.83,23.34,129.48
2009,Punjab,Hoshiarpur,91.84,338.48,181.86,712.24,15.95,88.09
2010,Punjab,Hoshiarpur,95.62,351.09,182.86,796.72,17.95,93.92
2011,Punjab,Hoshiarpur,96.23,357.14,183.25,844.93,22.34,120.26
2012,Punjab,Hoshiarpur,92.23,344.04,180.2,777.98,20.95,144.85
2013,Punjab,Hoshiarpur,91.84,330.78,177.25,815.69,23.34,163.74
2014,Punjab,Hoshiarpur,93.23,332.14,179.64,649.98,24.34,166.9
2015,Punjab,Hoshiarpur,95.01,353.28,175.42,734.52,24.34,179.87
2016,Punjab,Hoshiarpur,97.4,388.4,176.64,751.86,24.34,188.23
2017,Punjab,Hoshiarpur,98.4,401.98,173.03,770.15,25.34,201.84
1966,Punjab,Roopnagar / Ropar,5,3,37,35.2,11,22
1967,Punjab,Roopnagar / Ropar,6,6,47.3,45,12,32
1968,Punjab,Roopnagar / Ropar,5.9,4.5,53.3,50.7,11,30
1969,Punjab,Roopnagar / Ropar,5.1,5.6,54.6,51.9,10,41
1970,Punjab,Roopnagar / Ropar,5.4,8,60.8,115,13,60
1971,Punjab,Roopnagar / Ropar,5.5,10,61.1,119,8,30
1972,Punjab,Roopnagar / Ropar,7.5,13,61.3,94,8,26
1973,Punjab,Roopnagar / Ropar,7.8,17,62.9,118,13,74
1974,Punjab,Roopnagar / Ropar,7.4,11,61.8,114,12,70
1975,Punjab,Roopnagar / Ropar,8.8,15,62.4,129,11,63
1976,Punjab,Roopnagar / Ropar,8,14,62.8,122,12,75
1977,Punjab,Roopnagar / Ropar,12.3,26,62.8,143,13,82
1978,Punjab,Roopnagar / Ropar,14.9,41,67.1,163,13,82
1979,Punjab,Roopnagar / Ropar,17,37,70,177,12,72
1980,Punjab,Roopnagar / Ropar,22,72,72,158,10,55
1981,Punjab,Roopnagar / Ropar,21,52,76,163,10,56
1982,Punjab,Roopnagar / Ropar,20,68,75,208,10,63
1983,Punjab,Roopnagar / Ropar,23,80,77,209,10,68
1984,Punjab,Roopnagar / Ropar,26,86,73,204,10,72
1985,Punjab,Roopnagar / Ropar,28,96,72,244,10,65
1986,Punjab,Roopnagar / Ropar,30,113,76,216,11,67
1987,Punjab,Roopnagar / Ropar,26,86,75,223,12,61
1988,Punjab,Roopnagar / Ropar,28,89,77,241,11,64.6
1989,Punjab,Roopnagar / Ropar,31,102,82,226,12,76
1990,Punjab,Roopnagar / Ropar,36,113,82,262,11.4,68
1991,Punjab,Roopnagar / Ropar,37,122,83,277,11.3,74
1992,Punjab,Roopnagar / Ropar,36,117,83,282,11,67
1993,Punjab,Roopnagar / Ropar,37,131,84,290,11.5,69
1994,Punjab,Roopnagar / Ropar,38,118,84,287,11.5,73
1995,Punjab,Roopnagar / Ropar,39,123,84,284,10.9,67
1996,Punjab,Roopnagar / Ropar,40,130,82,293,13,71
1997,Punjab,Roopnagar / Ropar,43,138,83,296,10.7,54
1998,Punjab,Roopnagar / Ropar,46,128,86,325,9.4,53
1999,Punjab,Roopnagar / Ropar,50,156,87,350,9.1,50
2000,Punjab,Roopnagar / Ropar,49,163,86,312,9.9,55
2001,Punjab,Roopnagar / Ropar,51,163,88,347,10,54
2002,Punjab,Roopnagar / Ropar,44,141,86,305,9,49
2003,Punjab,Roopnagar / Ropar,51,170,87,307,7,35
2004,Punjab,Roopnagar / Ropar,51,176,89,312,4,23
2005,Punjab,Roopnagar / Ropar,52,183.5,83,303,4,24
2006,Punjab,Roopnagar / Ropar,52.5,179,82,312.5,5,30
2007,Punjab,Roopnagar / Ropar,47.5,173.5,86,351.5,5,30.5
2008,Punjab,Roopnagar / Ropar,49.5,183,88.5,316,3.5,18.5
2009,Punjab,Roopnagar / Ropar,53,184,91.5,396,2.5,15.5
2010,Punjab,Roopnagar / Ropar,56.5,210.5,91.5,367.5,2.5,13
2011,Punjab,Roopnagar / Ropar,54,186.5,90,421.5,2.5,14.5
2012,Punjab,Roopnagar / Ropar,53.5,203.5,90,400.5,3.5,25.55
2013,Punjab,Roopnagar / Ropar,50.5,175.5,92.5,421,2.5,18.25
2014,Punjab,Roopnagar / Ropar,50.5,176,91,365,3.5,27
2015,Punjab,Roopnagar / Ropar,51.5,219,89,390,3.5,25.05
2016,Punjab,Roopnagar / Ropar,53.5,228,93,445.5,3.5,27.5
2017,Punjab,Roopnagar / Ropar,55.5,224,92,450,3.5,26.8
1966,Punjab,Ludhiana,3.3,3,163.1,403,13.7,56
1967,Punjab,Ludhiana,3,4,171.4,536,11.1,45
1968,Punjab,Ludhiana,2.7,4,212.6,570,12.5,48
1969,Punjab,Ludhiana,4,6,230,696,10.3,36
1970,Punjab,Ludhiana,5,9,226,741,8.5,36
1971,Punjab,Ludhiana,8,17,247,818,6.6,29
1972,Punjab,Ludhiana,12,28,253,739,9,49
1973,Punjab,Ludhiana,11,34,241,512,8,46
1974,Punjab,Ludhiana,19,57,234,702,11,63
1975,Punjab,Ludhiana,15,51,247,697,9,55
1976,Punjab,Ludhiana,23.6,82,258,815,8,50
1977,Punjab,Ludhiana,47,175,256,845,9,51
1978,Punjab,Ludhiana,66,249,260,898,8,44
1979,Punjab,Ludhiana,91,313,267,917,5,29
1980,Punjab,Ludhiana,95,360,265,838,6,30
1981,Punjab,Ludhiana,110,454,265,897,6,38
1982,Punjab,Ludhiana,133,524,267,940,6,38
1983,Punjab,Ludhiana,162,596,271,909,5,33
1984,Punjab,Ludhiana,171,610,268,1054,5,32
1985,Punjab,Ludhiana,182,694,267,1085,5,35
1986,Punjab,Ludhiana,188,804,268,924,7,48
1987,Punjab,Ludhiana,186,730,259,1082,8,45
1988,Punjab,Ludhiana,187,606,261,1123,7,40
1989,Punjab,Ludhiana,210,877,267,1080,7,43
1990,Punjab,Ludhiana,225,826,269,1148,7.5,42
1991,Punjab,Ludhiana,231,827,266,1131,8.2,51
1992,Punjab,Ludhiana,238,923.2,276.2,1176.4,9.2,52.4
1993,Punjab,Ludhiana,245,954.45,278.6,1232.8,3.53,22.25
1994,Punjab,Ludhiana,256,910.45,274.6,1248.45,4.4,27.95
1995,Punjab,Ludhiana,242,782.75,270.6,1135.25,8.16,55.45
1996,Punjab,Ludhiana,239,860.45,266.6,1248.85,12.3,76.6
1997,Punjab,Ludhiana,246.3,944.3,270.2,1136.15,8.84,52.4
1998,Punjab,Ludhiana,253.45,829.65,269.75,1221.15,5.78,38.75
1999,Punjab,Ludhiana,249.3,901.3,271.9,1378.45,6.4,44.75
2000,Punjab,Ludhiana,250.6,991.5,270.9,1399.1,7.23,48.65
2001,Punjab,Ludhiana,247.15,964.6,269.75,1366.7,8.75,59.55
2002,Punjab,Ludhiana,248,1066.8,266.75,1198.85,8.75,54.65
2003,Punjab,Ludhiana,253.45,1101.6,269.75,1275.05,5.6,30.75
2004,Punjab,Ludhiana,259.75,1199.65,270.75,1308.55,3.3,16.1
2005,Punjab,Ludhiana,262.75,1184.15,269.6,1283.35,2.3,14.1
2006,Punjab,Ludhiana,260.6,1135,269.75,1210.2,2.45,19.45
2007,Punjab,Ludhiana,262.6,1190.45,270.75,1302.35,3.6,23.35
2008,Punjab,Ludhiana,266.75,1189.45,271.75,1193.4,2.3,12.95
2009,Punjab,Ludhiana,269.9,1264.65,271.75,1262.85,1.3,8.25
2010,Punjab,Ludhiana,269.3,1185.35,269.75,1338.55,2.3,15.25
2011,Punjab,Ludhiana,269.9,1148.6,269.75,1448.35,2.3,14.8
2012,Punjab,Ludhiana,269.9,1226.6,268.75,1308,2.45,17.47
2013,Punjab,Ludhiana,269.9,1189.65,266.6,1391.05,2.45,20.64
2014,Punjab,Ludhiana,269.9,1175.1,265.6,1180,3.45,29.76
2015,Punjab,Ludhiana,269.9,1238.6,263.6,1231.1,2.45,21.03
2016,Punjab,Ludhiana,271.9,1307.75,262.6,1338.4,2.45,21.69
2017,Punjab,Ludhiana,270.9,1283.25,264.75,1364.1,3.45,31.05
1966,Punjab,Ferozpur,42.9,59,334.5,453,12.9,49
1967,Punjab,Ferozpur,44.3,53,356.8,713,10.7,41
1968,Punjab,Ferozpur,54.4,68,394.3,738,13.2,45
1969,Punjab,Ferozpur,59.8,88,395,765,14.7,61
1970,Punjab,Ferozpur,64.3,117,427.1,879,10.9,39
1971,Punjab,Ferozpur,75,155,419.9,951,8,30
1972,Punjab,Ferozpur,75.4,185.6,447.6,1017.4,7,30.3
1973,Punjab,Ferozpur,88.8,245,432.6,948.8,6,25.3
1974,Punjab,Ferozpur,107.2,269.2,406.6,1032.5,4.5,15.4
1975,Punjab,Ferozpur,112.9,335.4,485.9,1090.8,5.5,31.9
1976,Punjab,Ferozpur,132.3,341.1,527.5,1245.7,5.5,21
1977,Punjab,Ferozpur,165.7,414.8,528.9,1338.4,4.5,23.4
1978,Punjab,Ferozpur,200.9,590.2,560.3,1514.6,3.5,9
1979,Punjab,Ferozpur,214.2,568.7,569.7,1587,1.7,9.7
1980,Punjab,Ferozpur,219.7,592.1,578.2,1668.3,1.7,9.7
1981,Punjab,Ferozpur,244.8,739.7,606.5,1909.4,6.5,41.1
1982,Punjab,Ferozpur,249,786.9,643.6,2084.1,5.5,26.7
1983,Punjab,Ferozpur,277.6,839.7,667.2,2136.5,3.7,24
1984,Punjab,Ferozpur,311.3,944,666.4,2180.9,3.7,23.2
1985,Punjab,Ferozpur,320,998.5,663.2,2292.4,3.7,27.2
1986,Punjab,Ferozpur,331.3,1083.4,678.1,2071.8,6.7,43.4
1987,Punjab,Ferozpur,326.1,1032.1,661.7,2312.7,9.5,50.1
1988,Punjab,Ferozpur,318,862.7,669.6,2410.5,7.7,44.9
1989,Punjab,Ferozpur,307,1081,693.3,2556.2,5.7,38.4
1990,Punjab,Ferozpur,332.12,1100.96,691.56,2553.18,5.96,41.66
1991,Punjab,Ferozpur,342.52,1173.66,677.86,2538.8,8.65,64.1
1992,Punjab,Ferozpur,334.6,1206.78,662.18,2419.56,7.14,43.92
1993,Punjab,Ferozpur,338.66,1272.5,697.04,2725.36,4.64,32.18
1994,Punjab,Ferozpur,371.5,1367.54,690.82,2815.24,5.18,36.14
1995,Punjab,Ferozpur,345.48,1197.4,688.96,2614.34,13.09,93.54
1996,Punjab,Ferozpur,350.58,1271.28,698,2949.8,15.59,101.12
1997,Punjab,Ferozpur,388.9,1441.06,724.66,2853.6,11.86,77.72
1998,Punjab,Ferozpur,479.98,1573.2,716.4,3147.6,9.92,63.8
1999,Punjab,Ferozpur,500.52,1714.6,721.06,3398.56,11.35,76.46
2000,Punjab,Ferozpur,498.12,1797.1,727.28,3340.14,13.52,91.7
2001,Punjab,Ferozpur,442.38,1667.64,731.54,3209.82,17.14,117.12
2002,Punjab,Ferozpur,469.32,1644.66,719.76,2963.32,21.1,116.9
2003,Punjab,Ferozpur,491.16,1867.22,740.42,3082.28,11.92,60.56
2004,Punjab,Ferozpur,488.12,1978.48,745.64,3109.34,4.22,27.32
2005,Punjab,Ferozpur,480.2,1971.28,748.6,3076.38,2.48,15.14
2006,Punjab,Ferozpur,472.54,1925.54,754.56,3113.62,3.48,21.88
2007,Punjab,Ferozpur,482.76,2033.42,760.56,3479.6,2,13
2008,Punjab,Ferozpur,529.36,2246.84,762.78,3625,1,6
2009,Punjab,Ferozpur,535.8,2157.62,764.26,3271.4,1,6
2010,Punjab,Ferozpur,542.16,2127.64,756.64,3631.18,1.74,10.44
2011,Punjab,Ferozpur,544.12,2047.84,763.26,3902.62,1,6
2012,Punjab,Ferozpur,560.04,2321.66,764.48,3673.8,2,14.9
2013,Punjab,Ferozpur,567.3,2328.1,770.74,3949.94,2,17
2014,Punjab,Ferozpur,595.32,2325,763.26,3461.66,2,15
2015,Punjab,Ferozpur,624.74,2489.98,767.74,3520.76,2,17.8
2016,Punjab,Ferozpur,642.84,2649.42,763.96,3920.8,2,18
2017,Punjab,Ferozpur,641.06,2726.58,768.48,3933.9,2,14.7
1966,Punjab,Bhatinda,0.7,1,166,246,9.2,30
1967,Punjab,Bhatinda,0.9,1,220.8,429,7.5,27
1968,Punjab,Bhatinda,1.1,1,259.6,591,16.7,56
1969,Punjab,Bhatinda,1,1,280,638,10.3,44
1970,Punjab,Bhatinda,1.9,3,283.6,573,8.6,32
1971,Punjab,Bhatinda,3,6,276.8,701,8,31
1972,Punjab,Bhatinda,4.6,12.4,286.1,563.6,6,27.7
1973,Punjab,Bhatinda,6,16,258.2,525.2,6,25.7
1974,Punjab,Bhatinda,9.8,24.8,215.5,496.5,4.5,27.6
1975,Punjab,Bhatinda,7.9,25.6,260.5,563.2,4.5,24.1
1976,Punjab,Bhatinda,11.1,33.9,297.9,673.3,4.5,13
1977,Punjab,Bhatinda,15.7,54.2,304.5,715.6,4.5,23.6
1978,Punjab,Bhatinda,23.4,68.8,315.9,831.4,3.5,14
1979,Punjab,Bhatinda,31.8,84.3,336.3,897,2.3,10.3
1980,Punjab,Bhatinda,29.3,94.9,333.8,925.7,2.3,11.3
1981,Punjab,Bhatinda,35.2,114.3,353.5,1057.6,3.5,18.9
1982,Punjab,Bhatinda,39,134.1,390.4,1120.9,2.5,12.3
1983,Punjab,Bhatinda,55.4,202.3,408.8,1001.5,2.3,13
1984,Punjab,Bhatinda,92.7,296,395.6,1144.1,2.3,6.8
1985,Punjab,Bhatinda,84,277.5,401.8,1282.6,2.3,12.8
1986,Punjab,Bhatinda,82.7,283.6,426.9,1111.2,2.3,13.6
1987,Punjab,Bhatinda,75.9,248.9,418.3,1295.3,2.5,10.9
1988,Punjab,Bhatinda,63,207.3,429.4,1383.5,2.3,9.8
1989,Punjab,Bhatinda,74,283,446.7,1494.8,2.3,13.6
1990,Punjab,Bhatinda,85.88,304.04,450.44,1518.82,1.84,10.34
1991,Punjab,Bhatinda,102.48,374.34,452.14,1606.2,2.35,14.9
1992,Punjab,Bhatinda,100.4,377.22,460.82,1638.44,1.56,9.08
1993,Punjab,Bhatinda,134.34,505.5,474.96,1828.64,0.96,4.82
1994,Punjab,Bhatinda,155.5,558.46,477.18,1870.76,1.12,6.86
1995,Punjab,Bhatinda,128.52,456.6,485.04,1787.66,1.81,9.46
1996,Punjab,Bhatinda,141.42,513.72,488,1990.2,3.11,18.88
1997,Punjab,Bhatinda,159.1,618.94,499.34,1790.4,2.34,14.28
1998,Punjab,Bhatinda,240.02,730.8,443.6,1893.4,1.58,8.2
1999,Punjab,Bhatinda,267.48,890.4,520.94,2419.44,2.15,10.54
2000,Punjab,Bhatinda,270.88,971.9,528.72,2336.86,3.08,20.3
2001,Punjab,Bhatinda,224.62,831.36,530.46,2160.18,4.86,36.88
2002,Punjab,Bhatinda,277.68,922.34,525.24,2214.68,5.9,33.1
2003,Punjab,Bhatinda,269.84,1056.78,533.58,2158.72,3.08,16.44
2004,Punjab,Bhatinda,264.88,1086.52,534.36,2231.66,0.78,4.68
2005,Punjab,Bhatinda,250.8,1032.72,533.4,2095.62,0.52,2.86
2006,Punjab,Bhatinda,232.46,960.46,538.44,2298.38,0.52,3.12
2007,Punjab,Bhatinda,231.24,979.58,544.44,2399.4,0,0
2008,Punjab,Bhatinda,262.64,1143.16,549.22,2567,0,0
2009,Punjab,Bhatinda,277.2,1219.38,550.74,2317.6,0,0
2010,Punjab,Bhatinda,284.84,1165.36,549.36,2621.82,0.26,1.56
2011,Punjab,Bhatinda,275.88,1108.16,551.74,2780.38,0,0
2012,Punjab,Bhatinda,287.96,1223.34,555.52,2604.2,0,0
2013,Punjab,Bhatinda,294.7,1280.9,554.26,2784.06,0,0
2014,Punjab,Bhatinda,309.68,1280,549.74,2547.34,0,0
2015,Punjab,Bhatinda,347.26,1497.02,553.26,2577.24,0,0
2016,Punjab,Bhatinda,376.16,1646.58,554.04,2892.2,0,0
2017,Punjab,Bhatinda,388.94,1783.42,556.52,2920.1,0,0
1966,Punjab,Sangrur,6.7,7,237.5,312,14.8,39
1967,Punjab,Sangrur,7.6,11,272.6,456,12.2,62
1968,Punjab,Sangrur,10.8,11,323.9,652,12.6,55
1969,Punjab,Sangrur,11.1,17,342,729,14.4,66
1970,Punjab,Sangrur,11,15,274,587,12.4,66
1971,Punjab,Sangrur,15,33,297,776,10.5,47
1972,Punjab,Sangrur,16,31,290,696,11,63
1973,Punjab,Sangrur,18,44,280,693,13,74
1974,Punjab,Sangrur,26,47,268,620,14,75
1975,Punjab,Sangrur,30,61,282,735,12,74
1976,Punjab,Sangrur,31.6,107,308,743,12,72
1977,Punjab,Sangrur,53,186,306,793,13,86
1978,Punjab,Sangrur,78,268,321,979,12,62
1979,Punjab,Sangrur,103,315,331,981,8,41
1980,Punjab,Sangrur,90,330,331,1015,8,49
1981,Punjab,Sangrur,112,384,342,1088,10,53
1982,Punjab,Sangrur,129,506,359,1160,10,62
1983,Punjab,Sangrur,168,596,369,1219,8,55
1984,Punjab,Sangrur,204,619,366,1328,7,48
1985,Punjab,Sangrur,216,748,370,1448,6,39
1986,Punjab,Sangrur,233,846,377,1240,7,45
1987,Punjab,Sangrur,229,872,377,1508,7,36
1988,Punjab,Sangrur,220,721,381,1585,6,34.1
1989,Punjab,Sangrur,262,1065,385,1551,5,31
1990,Punjab,Sangrur,287,1060,392,1662,4.5,27
1991,Punjab,Sangrur,301,1064,390,1661,5,31
1992,Punjab,Sangrur,308.4,1161.64,424.04,1759.48,5.38,37.88
1993,Punjab,Sangrur,332.4,1306.24,397.72,1740.16,3.68,26.2
1994,Punjab,Sangrur,340.4,1210.64,397.72,1745.04,3.16,20.04
1995,Punjab,Sangrur,327.4,1112.2,381.72,1675.4,6.91,49.44
1996,Punjab,Sangrur,315.4,1185.64,398.72,1836.92,10.84,70.52
1997,Punjab,Sangrur,339.56,1301.16,408.04,1760.88,7.25,45.88
1998,Punjab,Sangrur,359.64,1283.68,399.8,1761.08,5.01,33
1999,Punjab,Sangrur,366.56,1306.16,400.88,1937.44,4.22,29
2000,Punjab,Sangrur,363.72,1370,399.88,1955.72,3.74,26.48
2001,Punjab,Sangrur,355.48,1387.92,398.8,1923.44,4.4,30.96
2002,Punjab,Sangrur,358.4,1453.96,400.8,1835.32,4.4,30.48
2003,Punjab,Sangrur,372.64,1595.12,402.8,1745.36,3.32,22
2004,Punjab,Sangrur,373.8,1739.68,403.8,1815.36,2.16,16.12
2005,Punjab,Sangrur,373.8,1653.88,402.72,1706.52,1.16,8.12
2006,Punjab,Sangrur,368.72,1664.2,402.8,1782.84,3.24,24.84
2007,Punjab,Sangrur,367.72,1703.64,401.8,1896.32,4.32,33.32
2008,Punjab,Sangrur,375.8,1747.04,405.8,1939.08,2.16,14.04
2009,Punjab,Sangrur,381.88,1800.28,407.8,1855.52,1.16,9.2
2010,Punjab,Sangrur,383.56,1677.92,408.8,2077.36,2.16,16.2
2011,Punjab,Sangrur,385.88,1676.12,408.8,2227.92,2.16,14.96
2012,Punjab,Sangrur,388.88,1819.72,405.8,2075.2,2.24,18.16
2013,Punjab,Sangrur,386.88,1818.08,405.72,2197.16,4.24,37.34
2014,Punjab,Sangrur,385.88,1817.92,404.72,1920.2,4.24,37.31
2015,Punjab,Sangrur,390.88,1875.72,407.72,1969.52,4.24,36.9
2016,Punjab,Sangrur,396.88,1903.4,406.72,2249.88,4.24,39.13
2017,Punjab,Sangrur,403.88,2038.6,408.8,2244.32,5.24,47.4
1966,Punjab,Patiala,42.6,42,137.1,211,16.9,39
1967,Punjab,Patiala,52.7,66,159.4,287,14.4,58
1968,Punjab,Patiala,51.8,71,191.7,478,16.3,60
1969,Punjab,Patiala,57.8,77,204,474.9,15,70
1970,Punjab,Patiala,61,103,259,520,13.4,60
1971,Punjab,Patiala,75,169,242,500,9.6,44
1972,Punjab,Patiala,88,162,251,487,10,54
1973,Punjab,Patiala,86,189,250,549,13,69
1974,Punjab,Patiala,102,199,227,500,11,50
1975,Punjab,Patiala,99,251,254,594,13,63
1976,Punjab,Patiala,117,346,273.5,664,12,67
1977,Punjab,Patiala,148,468,270,729,13,76
1978,Punjab,Patiala,183,531,288,848,12,72
1979,Punjab,Patiala,199,531,295,867,8,33
1980,Punjab,Patiala,192,586,286,753,8,41
1981,Punjab,Patiala,209,644,301,906,10,54
1982,Punjab,Patiala,216,751,314,957,10,61
1983,Punjab,Patiala,232,723,314,1013,8,59
1984,Punjab,Patiala,240,737,309,1094,7,44
1985,Punjab,Patiala,236,783,315,1249,8,49
1986,Punjab,Patiala,257,893,321,1089,10,67
1987,Punjab,Patiala,227,827,311,1187,10,61
1988,Punjab,Patiala,254,778,321,1249,8,44.9
1989,Punjab,Patiala,271,978,330,1267,8,55
1990,Punjab,Patiala,278,940,330,1322,7.3,47
1991,Punjab,Patiala,286,942,337,1386,8,51
1992,Punjab,Patiala,279.6,983.16,335.76,1298.12,9.22,54.72
1993,Punjab,Patiala,302.6,1064.31,327.68,1375.04,4.39,27.55
1994,Punjab,Patiala,300.6,1033.91,325.68,1354.51,4.34,27.01
1995,Punjab,Patiala,297.6,899.05,315.68,1265.35,10.23,70.11
1996,Punjab,Patiala,291.6,985.91,315.68,1437.23,14.36,79.88
1997,Punjab,Patiala,303.14,1024.54,320.76,1303.97,9.61,55.72
1998,Punjab,Patiala,309.91,980.67,323.45,1452.77,6.4,38.25
1999,Punjab,Patiala,314.14,1047.54,330.22,1608.11,6.18,38.25
2000,Punjab,Patiala,320.68,1126.5,327.22,1525.18,6.33,45.87
2001,Punjab,Patiala,313.37,1157.48,330.45,1631.86,8.85,63.49
2002,Punjab,Patiala,298.6,1058.24,330.45,1475.83,8.85,56.87
2003,Punjab,Patiala,309.91,1230.28,331.45,1377.59,7.08,43.25
2004,Punjab,Patiala,315.45,1250.67,331.45,1518.09,3.54,22.78
2005,Punjab,Patiala,318.45,1273.47,334.68,1417.13,3.54,23.78
2006,Punjab,Patiala,316.18,1291.8,334.45,1490.46,5.31,38.71
2007,Punjab,Patiala,313.18,1345.41,329.45,1558.83,7.08,47.83
2008,Punjab,Patiala,316.95,1332.51,331.95,1530.52,5.04,32.51
2009,Punjab,Patiala,321.22,1371.07,326.95,1504.63,3.04,22.05
2010,Punjab,Patiala,315.64,1205.23,327.95,1575.59,4.04,29.55
2011,Punjab,Patiala,316.22,1242.78,328.45,1767.23,5.04,33.74
2012,Punjab,Patiala,314.72,1276.18,326.45,1578.3,4.81,41.12
2013,Punjab,Patiala,310.72,1276.77,322.18,1595.79,5.81,49.86
2014,Punjab,Patiala,310.72,1238.98,322.68,1384.8,5.81,50.73
2015,Punjab,Patiala,311.72,1263.68,323.68,1492.38,4.81,40.72
2016,Punjab,Patiala,313.72,1351.85,320.68,1646.22,4.81,42.18
2017,Punjab,Patiala,314.72,1359.15,322.45,1696.58,4.81,43.55
1966,Haryana,Hissar,12.3,19,135.7,188,17,70
1967,Haryana,Hissar,14,21,160.3,274,12,58
1968,Haryana,Hissar,13,21,163,238,20,115
1969,Haryana,Hissar,16.2,30,197,389,22.6,130
1970,Haryana,Hissar,19.7,32,212.4,418,18.1,87
1971,Haryana,Hissar,19.2,23,212.7,326,10.6,51
1972,Haryana,Hissar,18.7,32,249,414.1,11.8,47.8
1973,Haryana,Hissar,17.7,32,226.5,327.1,13.6,56.8
1974,Haryana,Hissar,20.7,24,189.2,313.7,12.6,54.7
1975,Haryana,Hissar,20.7,46,227.6,475,12.6,50.2
1976,Haryana,Hissar,27.5,73,255.7,506.7,15.3,82.6
1977,Haryana,Hissar,30,80,257.5,551.8,18,83.5
1978,Haryana,Hissar,38,109,290.4,724.9,17,54
1979,Haryana,Hissar,40,82,272.7,649.7,10.6,19
1980,Haryana,Hissar,38,114,282.5,717.3,7,13
1981,Haryana,Hissar,41,126,319,789.2,9.8,30.4
1982,Haryana,Hissar,42,131,373.7,995.7,9.1,21.3
1983,Haryana,Hissar,50,149,406.4,1017.9,6.4,25.7
1984,Haryana,Hissar,58.7,161.4,375.2,983.8,4.7,14.8
1985,Haryana,Hissar,54.7,173.1,374.9,1222.8,4.7,16.8
1986,Haryana,Hissar,57,179,412.9,1330.5,5.7,23.6
1987,Haryana,Hissar,48,114,392.3,1098,7.4,13.7
1988,Haryana,Hissar,48,117,438.9,1589.4,4.7,18.8
1989,Haryana,Hissar,53,185,446.2,1537.1,3.7,21
1990,Haryana,Hissar,63.4,214,464.2,1729.87,5.08,22.13
1991,Haryana,Hissar,63.3,228,467.81,1800.13,6.45,36.55
1992,Haryana,Hissar,64.3,213,520.24,2061.04,4.8,24.13
1993,Haryana,Hissar,77.04,270,541.03,2084.11,3.25,15
1994,Haryana,Hissar,86.24,322,548.08,2125.21,5.12,27.26
1995,Haryana,Hissar,82.07,250,560.06,2199.73,7.01,34.1
1996,Haryana,Hissar,87.41,316,584.52,2348.53,8.58,39.68
1997,Haryana,Hissar,106.11,357.13,597.74,2348.91,6.67,34.55
1998,Haryana,Hissar,158.97,417.36,639.84,2604.7,6.42,32.1
1999,Haryana,Hissar,163.78,418.07,694.48,2940.15,7.17,39.55
2000,Haryana,Hissar,140.15,387.2,727.24,2995.54,8.58,47.55
2001,Haryana,Hissar,121.15,344.91,698.61,2848.26,11.86,63.55
2002,Haryana,Hissar,138.02,401.49,686.37,2728.75,18.56,103.65
2003,Haryana,Hissar,147.83,458.33,701.01,2860.76,11.05,59.36
2004,Haryana,Hissar,147.48,509.94,717.45,2832.65,4.65,20.55
2005,Haryana,Hissar,158.78,524.75,717.01,2618.9,4.41,24.52
2006,Haryana,Hissar,161.56,603.46,747.37,3331.17,5.28,32.38
2007,Haryana,Hissar,169.51,634.4,803.1,3323.49,5.55,33.52
2008,Haryana,Hissar,198.85,698.95,795.32,3847.58,2.95,16.63
2009,Haryana,Hissar,199.49,620.24,801.39,3293.31,1.64,11.39
2010,Haryana,Hissar,208.82,687.24,811.29,3968.1,2.08,13.39
2011,Haryana,Hissar,205.52,671.66,832.89,4305.5,3.08,18.36
2012,Haryana,Hissar,207.57,730.4,828.41,3756.47,3.01,15.09
2013,Haryana,Hissar,217.36,773.85,818.57,4042.26,2.42,19.52
2014,Haryana,Hissar,243.91,822.3,879.49,3913.53,2.42,17.79
2015,Haryana,Hissar,282.25,930.63,843.91,3870.94,0,0
2016,Haryana,Hissar,289.75,1031.73,847.16,4169.38,5.1,30.75
2017,Haryana,Hissar,305.38,1077.83,829.58,4131.43,0,0
